Entity ID,TM2 Code,Title,IndexTerm
1488428775,SK00,Cephalalgia disorder (TM2),(c) Ṣudā‘ Rīḥī Dākhilī
1488428775,SK00,Cephalalgia disorder (TM2),Sunshine induced cephalalgia disorder (TM2)
1488428775,SK00,Cephalalgia disorder (TM2),(a) sūryāvartaḥ
1488428775,SK00,Cephalalgia disorder (TM2),Headache due to infestation disorder (TM2)
1488428775,SK00,Cephalalgia disorder (TM2),(a) kṛmija-śirorogaḥ
2096962667,SK01,Migraine disorder (TM2),Migraine disorder (TM2)
2096962667,SK01,Migraine disorder (TM2),(a) ardhāvabhedakaḥ (c) Shaqīqa
2096962667,SK01,Migraine disorder (TM2),(b) Kapāla aẕaṟkuṇam
2096962667,SK01,Migraine disorder (TM2),Acute migraine disorder (TM2)
2096962667,SK01,Migraine disorder (TM2),(c) Shaqīqa Ḥārra
2096962667,SK01,Migraine disorder (TM2),Migraine due to hot humours (TM2)
2096962667,SK01,Migraine disorder (TM2),Chronic migraine disorder (TM2)
2096962667,SK01,Migraine disorder (TM2),(c) Shaqīqa Bārida
2096962667,SK01,Migraine disorder (TM2),Migraine due to cold humours (TM2)
2072376338,,Nervous system disorders (TM2),
691174964,SK10,Vertigo and giddiness disorder (TM2),Vertigo and giddiness disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(a) bhramaḥ (b) Aẕal kiṟukiṟuppu (c) Sadr-o-Duwār
691174964,SK10,Vertigo and giddiness disorder (TM2),Vertigo and giddiness due to Balgham disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(c) Sadr-o-Duwār Dimāghī Balghamī
691174964,SK10,Vertigo and giddiness disorder (TM2),Vertigo and giddiness due to Dam disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(c) Sadr-o-Duwār Dimāghī Damawī
691174964,SK10,Vertigo and giddiness disorder (TM2),Vertigo and giddiness due to Ṣafrā’ disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(c) Sadr-o-Duwār Dimāghī Ṣafrāwī
691174964,SK10,Vertigo and giddiness disorder (TM2),Vertigo and giddiness due to Sawdā’ disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(c) Sadr-o-Duwār Dimāghī Sawdāwī
691174964,SK10,Vertigo and giddiness disorder (TM2),Secondary vertigo and giddiness disorder (TM2)
691174964,SK10,Vertigo and giddiness disorder (TM2),(c) Sadr-o-Duwār Shirkī
623633507,,Paralysis disorders (TM2),
673947354,SK20,Facial palsy disorder (TM2),Facial palsy disorder (TM2)
673947354,SK20,Facial palsy disorder (TM2),(a) arditaḥ (b) Uraka vātam (c) Laqwa
673947354,SK20,Facial palsy disorder (TM2),Deviation of one side of face due to spasm of muscles disorder (TM2)
673947354,SK20,Facial palsy disorder (TM2),(c) Laqwa Tashannujī
673947354,SK20,Facial palsy disorder (TM2),Deviation of one side of face due to flaccidity of muscles disorder (TM2)
673947354,SK20,Facial palsy disorder (TM2),(c) Laqwa Istirkhā’ī
1338037818,SK21,Paraplegia disorder (TM2),Paraplegia disorder (TM2)
1338037818,SK21,Paraplegia disorder (TM2),(a) paṅguḥ (c) Fālij Asfal
1338037818,SK21,Paraplegia disorder (TM2),lameness (bilateral) / lower limb paralysis (TM2)
1338037818,SK21,Paraplegia disorder (TM2),(a) pāṅgulyam (c) Fālij Aṭrāfī
559754689,SK22,Hemiplegia disorder (TM2),Hemiplegia disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) pakṣāghāta (b) Pakṣavātam (c) Fālij
559754689,SK22,Hemiplegia disorder (TM2),(a) pakṣavadhaḥ
559754689,SK22,Hemiplegia disorder (TM2),Incomplete hemiplegia disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(b) Pakka vātam
559754689,SK22,Hemiplegia disorder (TM2),Hemiplegia in children disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) bāla-pakṣāghātaḥ
559754689,SK22,Hemiplegia disorder (TM2),Monoplegia disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) ekāṅgavātaḥ
559754689,SK22,Hemiplegia disorder (TM2),Total body paralysis disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) sarvāṅgavātaḥ
559754689,SK22,Hemiplegia disorder (TM2),Quadriplegia (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) sarvāṅgarogaḥ
559754689,SK22,Hemiplegia disorder (TM2),Tongue paralysis disorder (TM2)
559754689,SK22,Hemiplegia disorder (TM2),(a) jihvāstambhaḥ
799425295,,Paroxysmal disorders (TM2),
462864539,SK30,Seizure disorder (TM2),Seizure disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) ākṣepakaḥ (b) Vaḷippu (c) Tashannuj
462864539,SK30,Seizure disorder (TM2),Whole body stiffness with immobility disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) daṇḍakaḥ
462864539,SK30,Seizure disorder (TM2),Post-traumatic convulsion disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) vraṇāyāmaḥ
462864539,SK30,Seizure disorder (TM2),Irremediable opisthotonos disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) asādhyadhanuṣkaṃpa
462864539,SK30,Seizure disorder (TM2),Opisthotonos disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ
462864539,SK30,Seizure disorder (TM2),Orthotonus disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) apatānakaḥ
462864539,SK30,Seizure disorder (TM2),Orthotonus with rod like stiffness disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) daṇḍāpatānakaḥ
462864539,SK30,Seizure disorder (TM2),Emprosthotonus disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) antarāyāmaḥ
462864539,SK30,Seizure disorder (TM2),Convulsive fit disorder (TM2)
462864539,SK30,Seizure disorder (TM2),(a) apatantrakaḥ
1630797216,SK31,Epilepsy disorder (TM2),Epilepsy disorder (TM2)
1630797216,SK31,Epilepsy disorder (TM2),(a) apasmāraḥ (b) Vaḷi ppu (c) Ṣar‘
1630797216,SK31,Epilepsy disorder (TM2),Epilepsy due to Aiyam disorder (TM2)
1630797216,SK31,Epilepsy disorder (TM2),(b) Kākkai Vaḷippu
1630797216,SK31,Epilepsy disorder (TM2),Epilepsy due to derangement of Sawdā’ disorder (TM2)
1630797216,SK31,Epilepsy disorder (TM2),(c) Ṣar‘ Dimāghī Sawdāwī
1630797216,SK31,Epilepsy disorder (TM2),Grandmal epilepsy disorder (TM2)
1630797216,SK31,Epilepsy disorder (TM2),(b) Vacaṉā vātam
1952938548,SK50,Scalp affliction disorder (TM2),Scalp affliction disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(a) kapāla-rogaḥ (b) Kapāla tērai
1952938548,SK50,Scalp affliction disorder (TM2),Scalp tumour disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(a) kapālarbudaḥ
1952938548,SK50,Scalp affliction disorder (TM2),Neurotrophic ulcer disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(b) Cilaippuṇ
1952938548,SK50,Scalp affliction disorder (TM2),Numbness over scalp disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(b) Maṇṭai timir
1952938548,SK50,Scalp affliction disorder (TM2),Brain disease disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(b) Mūḷai nōy
1952938548,SK50,Scalp affliction disorder (TM2),Infection of palate disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(a) tālukaṇṭakaḥ
1952938548,SK50,Scalp affliction disorder (TM2),Delirium caused by diseases of head disorder (TM2)
1952938548,SK50,Scalp affliction disorder (TM2),(b) Maṇṭai caṉṉi
85602009,SK51,Cervicobrachial pain disorder (TM2),Cervicobrachial pain disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(a) viśvācī (b) Cirakkampa vātam (c) Waja‘ al-‘Unuq ‘Aṣabī
85602009,SK51,Cervicobrachial pain disorder (TM2),(c) Wābila
85602009,SK51,Cervicobrachial pain disorder (TM2),Cervicobrachial neuralgia (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),Peripheral neuritis disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(a) Vātakarṣaṇam
85602009,SK51,Cervicobrachial pain disorder (TM2),Three humours affected leading to seizure disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(b) Cuka caṉṉi
85602009,SK51,Cervicobrachial pain disorder (TM2),Tetanus disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(b) Aṣṭa tantira vātam
85602009,SK51,Cervicobrachial pain disorder (TM2),Aggrevation of Aẕal causing neuralgia disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(b) Timir pittam
85602009,SK51,Cervicobrachial pain disorder (TM2),Peripheral neuralgia disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(b) Eripittam
85602009,SK51,Cervicobrachial pain disorder (TM2),Peripheral neuritis due to derangement of Vaḷi disorder (TM2)
85602009,SK51,Cervicobrachial pain disorder (TM2),(b) Vāta upakatam
968797594,SK52,Tremor disorder (TM2),Tremor disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(a) kampaḥ (b) Pāṇikkampa vātam (c) Ra‘sha
968797594,SK52,Tremor disorder (TM2),Parkinsonism (TM2)
968797594,SK52,Tremor disorder (TM2),Aggrevation of Aẕal causing tremors disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(b) Naṭukku pittam
968797594,SK52,Tremor disorder (TM2),Head tremor disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(a) śiraḥkampaḥ
968797594,SK52,Tremor disorder (TM2),Tremor due to cold impaired temperament disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(c) Ra‘sha Bārid
968797594,SK52,Tremor disorder (TM2),Stiffness disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(a) stambhaḥ
968797594,SK52,Tremor disorder (TM2),Rigidity (TM2)
968797594,SK52,Tremor disorder (TM2),Spasticity (TM2)
968797594,SK52,Tremor disorder (TM2),Tremor neck disorder (TM2)
968797594,SK52,Tremor disorder (TM2),(a) grīvāhuṇḍanam
668613342,SK53,Stammering disorder (TM2),Stammering disorder (TM2)
668613342,SK53,Stammering disorder (TM2),(a) vāk-saṅgaḥ (b) Patita vātam (c) Loknat-e zabAn (c) Luknat
593997026,SK54,Numbness disorder (TM2),Numbness disorder (TM2)
593997026,SK54,Numbness disorder (TM2),(a) prasuptiḥ (b) Vātakarṣaṇam (c) Khadar
1647929877,SK55,Weakness of thighs due to vata disorder (TM2),Weakness of thighs due to vata disorder (TM2)
1647929877,SK55,Weakness of thighs due to vata disorder (TM2),(a) ūrustambhaḥ (b) Ūrustampavātam
1647929877,SK55,Weakness of thighs due to vata disorder (TM2),Intractable stiff-thigh disorder (TM2)
1647929877,SK55,Weakness of thighs due to vata disorder (TM2),(a) asādhya-ūrustambhaḥ
823901578,,"Eye, ear, nose, throat and neck disorders (TM2)",
1249767098,,Eye disorders (TM2),
244158019,SK60,Ocular hyperemia disorder (TM2),Ocular hyperemia disorder (TM2)
244158019,SK60,Ocular hyperemia disorder (TM2),(a) sirāpraharṣaḥ (b) Untu nerical (c) Takaddur Ṭabaqa al-Multaḥima
244158019,SK60,Ocular hyperemia disorder (TM2),(a) Sirāharṣaḥ
244158019,SK60,Ocular hyperemia disorder (TM2),Episcleritis disorder (TM2)
244158019,SK60,Ocular hyperemia disorder (TM2),"""(a) sirotpātaḥ (b) Viraṇa nerical """
1064158914,SK61,Prolapse iris disorder (TM2),Prolapse iris disorder (TM2)
1064158914,SK61,Prolapse iris disorder (TM2),(a) ajakājājta (c) Dhubābī
1064158914,SK61,Prolapse iris disorder (TM2),(a) ajakā (c) Ra’s al-Dhubābī
1064158914,SK61,Prolapse iris disorder (TM2),(b) Pūccāntiram
1704704031,SK62,Blepharitis disorder (TM2),Blepharitis disorder (TM2)
1704704031,SK62,Blepharitis disorder (TM2),(a) vartmāvabandhakaḥ (b) Imai Taṭippu (c) Sulāq
1704704031,SK62,Blepharitis disorder (TM2),(c) Bāmnī
1704704031,SK62,Blepharitis disorder (TM2),Chronic blepharitis disorder (TM2)
1704704031,SK62,Blepharitis disorder (TM2),(a) kṛmigranthiḥ
1704704031,SK62,Blepharitis disorder (TM2),Pedicularis palpebrae (TM2)
300338510,SK63,Day blindness disorder (TM2),Day blindness disorder (TM2)
300338510,SK63,Day blindness disorder (TM2),(a) pittavidagdhadṛṣṭi (b) Tūyakaṇ Kurutu (c) Jahar
300338510,SK63,Day blindness disorder (TM2),(a) divāndhyam (c) Rozkorī
1332826861,SK64,Night blindness disorder (TM2),Night blindness disorder (TM2)
1332826861,SK64,Night blindness disorder (TM2),(a) rātryāndhyam (b) Mālaikkaṇ (c) ‘Ashā’
1332826861,SK64,Night blindness disorder (TM2),(a) kaphavidagdhadṛṣṭi (c) Shabkorī
1332826861,SK64,Night blindness disorder (TM2),Night-blindness due to dosha disorder (TM2)
1332826861,SK64,Night blindness disorder (TM2),(a) doṣavidagdhadṛṣṭiḥ
569157910,SK65,Cataract disorder (TM2),Cataract disorder (TM2)
569157910,SK65,Cataract disorder (TM2),(a) kācaḥ (b) Vaḷi kācam (c) Nuzūl al-Mā’
569157910,SK65,Cataract disorder (TM2),Partial or total blindness disorder (TM2)
569157910,SK65,Cataract disorder (TM2),(a) timiraḥ
569157910,SK65,Cataract disorder (TM2),Amaurosis (TM2)
569157910,SK65,Cataract disorder (TM2),Ametropia (TM2)
569157910,SK65,Cataract disorder (TM2),Partial obstruction of vision (TM2)
569157910,SK65,Cataract disorder (TM2),Cataract due to kapha disorder (TM2)
569157910,SK65,Cataract disorder (TM2),(a) ślaiṣmika-kācaḥ
569157910,SK65,Cataract disorder (TM2),Cararact due to three dosha disorder (TM2)
569157910,SK65,Cataract disorder (TM2),(a) sānnipātika-kācaḥ
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),"""(a) abhiṣyandaḥ (b) Aṉṉa kōpam (c) Ramad"""
734445064,SK66,Conjunctivitis disorder (TM2),(c) Āshob-i-Chashm
734445064,SK66,Conjunctivitis disorder (TM2),Allergic conjunctivitis disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(b) Kaṇ tiṉavu
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis with eye lid inflammation disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(a) praklinnavartma (a) kaphotkliṣṭa-vartma
734445064,SK66,Conjunctivitis disorder (TM2),Mucopurulent conjunctivitis disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(a) apariklinnavartma
734445064,SK66,Conjunctivitis disorder (TM2),Ulcerative conjunctivitis disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(a) bisavartma
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis due to derangement of Balgham disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(c) Ramad Balghamī
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis derangement of Dam disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(c) Ramad Damawī
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis due to derangement of Ṣafrā’ disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(c) Ramad Ṣafrāwī
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctivitis due to derangement of Sawdā’ disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(c) Ramad Sawdāwī
734445064,SK66,Conjunctivitis disorder (TM2),Phlyctenular conjunctivitis disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(a) parvaṇikā
734445064,SK66,Conjunctivitis disorder (TM2),Limbal nodules (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),Corneal eye disease with fleshy growth disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(b) Aannip Puu
734445064,SK66,Conjunctivitis disorder (TM2),Conjunctival tumor disorder (TM2)
734445064,SK66,Conjunctivitis disorder (TM2),(a) snāyvarma
1383132796,SK67,Corneal disorder (TM2),Corneal disorder (TM2)
1383132796,SK67,Corneal disorder (TM2),(a) kṛṣṇagatarogaḥ (b) Karuviẕi nōyka (c) Amrāḍ-i-Ṭabaqa'-i-Qarniyya
1383132796,SK67,Corneal disorder (TM2),Shrinking of cornea disorder (TM2)
1383132796,SK67,Corneal disorder (TM2),(c) Yubs al-Qarniyya
1383132796,SK67,Corneal disorder (TM2),Corneal ulcers disorder (TM2)
1383132796,SK67,Corneal disorder (TM2),(a) savraṇaśukraḥ (b) Cōtikā viraṇam (c) Qurūḥ al-Qarniyya
1383132796,SK67,Corneal disorder (TM2),Keratitis disorder (TM2)
1383132796,SK67,Corneal disorder (TM2),"""(a) pākātyayaḥ (b) Ceri Veri"""
638425903,SK68,Tear sac swelling disorder (TM2),Tear sac swelling disorder (TM2)
638425903,SK68,Tear sac swelling disorder (TM2),(a) pūyālasaḥ (b) Kuvaḷaippaṭuvaṉ (c) Gharab Munfajir
638425903,SK68,Tear sac swelling disorder (TM2),Chronic dacrocystitis disorder (TM2)
638425903,SK68,Tear sac swelling disorder (TM2),(c) Gharab
1666834280,SK69,Eyelid cyst disorder (TM2),Eyelid cyst disorder (TM2)
1666834280,SK69,Eyelid cyst disorder (TM2),(a) kumbhīkā (b) Viraṇap Paru (c) Sal‘a al-Ajfān
2093954772,SK6A,Dry eye disorder (TM2),Dry eye disorder (TM2)
2093954772,SK6A,Dry eye disorder (TM2),(a) śuṣkākṣipākaḥ (c) Yubs al-Qarniyya
2093954772,SK6A,Dry eye disorder (TM2),(b) Aẕaṟṟi
2093954772,SK6A,Dry eye disorder (TM2),Xeropthalmia disorder (TM2)
2093954772,SK6A,Dry eye disorder (TM2),(a) śuṣkākṣipākaḥ
845612393,SK6B,Ectropion disorder (TM2),Ectropion disorder (TM2)
845612393,SK6B,Ectropion disorder (TM2),(b) Imaiyuyarcci (c) Shatra Khārijiyya
492583157,SK6C,Pterygium disorder (TM2),Pterygium disorder (TM2)
492583157,SK6C,Pterygium disorder (TM2),(a) prastāri-arma (b) Nākap paṭalam (c) Ẓafara
492583157,SK6C,Pterygium disorder (TM2),(c) Nākhūna
492583157,SK6C,Pterygium disorder (TM2),Progressive pterygium disorder (TM2)
492583157,SK6C,Pterygium disorder (TM2),"(a) lohitārma, (a) kṣatārma"
492583157,SK6C,Pterygium disorder (TM2),Pinguecula disorder (TM2)
492583157,SK6C,Pterygium disorder (TM2),(a) śuklārma
1712732076,SK6D,Lacrimation disorder (TM2),Lacrimation disorder (TM2)
1712732076,SK6D,Lacrimation disorder (TM2),(a) srāvaḥ (b) Nīr vari (c) Dam‘a
1143150083,SK6E,Trichiasis disorder (TM2),Trichiasis disorder (TM2)
1143150083,SK6E,Trichiasis disorder (TM2),(a) pakṣmakopaḥ (b) Muṭa mayir (c) Sha‘r Munqalib
1143150083,SK6E,Trichiasis disorder (TM2),(a) Pakṣmoparodhaḥ
735227050,SK6F,Eyelid tumour disorder (TM2),Eyelid tumour disorder (TM2)
735227050,SK6F,Eyelid tumour disorder (TM2),(a) vartmārbudaḥ (b) Tacai kaẕalai (c) Uqda al-‘Ayn
735227050,SK6F,Eyelid tumour disorder (TM2),(c) Uqda’-i-Jafn
1362647259,SK6G,Hard swelling of eyelid disorder (TM2),Hard swelling of eyelid disorder (TM2)
1362647259,SK6G,Hard swelling of eyelid disorder (TM2),(a) śuṣkārśaḥ (c) Taḥajjur al-Ajfān
1362647259,SK6G,Hard swelling of eyelid disorder (TM2),(b) Imai taṭippu
198059528,SK6H,Eyelid wart disorder (TM2),Eyelid wart disorder (TM2)
198059528,SK6H,Eyelid wart disorder (TM2),(a) vartmagata-raktārśaḥ (c) Tha’ālīl al-Ajfān
1846905779,SK6J,Excessive blinking disorder (TM2),Excessive blinking disorder (TM2)
1846905779,SK6J,Excessive blinking disorder (TM2),(a) nimeṣaḥ (c) Ṭarf al-Ajfān
1846905779,SK6J,Excessive blinking disorder (TM2),(b) Avikāya viraṇam
1270078591,SK6K,Eyelid haematoma disorder (TM2),Eyelid haematoma disorder (TM2)
1270078591,SK6K,Eyelid haematoma disorder (TM2),(a) śyāvavartma (b) Irattakkaẕalai
529558368,SK6L,Ptosis disorder (TM2),Ptosis disorder (TM2)
529558368,SK6L,Ptosis disorder (TM2),(a) kṛcchronmīlaḥ (b) Viẕi vali (c) Istirkhā’ al-Jafn
822848978,SK6M,Sticky eyelids disorder (TM2),Sticky eyelids disorder (TM2)
822848978,SK6M,Sticky eyelids disorder (TM2),(a) śliṣṭa-vartma (c) Iltiṣāq al-Jafn
822848978,SK6M,Sticky eyelids disorder (TM2),(b) Kuvaḷai nerital
1273059747,SK6N,Chalazion disorder (TM2),Chalazion disorder (TM2)
1273059747,SK6N,Chalazion disorder (TM2),(a) lagaṇaḥ (c) Barada
1273059747,SK6N,Chalazion disorder (TM2),(b) Tacai kaẕalai
978189214,SK6P,Stye disorder (TM2),Stye disorder (TM2)
978189214,SK6P,Stye disorder (TM2),(a) añjananāmikā (b) Nīr paṟpa rōkam (c) Sha‘īra
1993682290,SK6Q,Ptilosis disorder (TM2),Ptilosis disorder (TM2)
1993682290,SK6Q,Ptilosis disorder (TM2),(a) pakṣmaśātaḥ (b) Iratta Kaẕalai (c) Intithār al-Ahdāb
1478258208,SK6R,Non-inflammatory swelling of eye disorder (TM2),Non-inflammatory swelling of eye disorder (TM2)
1478258208,SK6R,Non-inflammatory swelling of eye disorder (TM2),(a) aśophapākaḥ (c) Intifākh Rīḥī
1478258208,SK6R,Non-inflammatory swelling of eye disorder (TM2),(b) Uruviẕi puṭaittal
586586735,SK6S,Periorbital polyp disorder (TM2),Periorbital polyp disorder (TM2)
586586735,SK6S,Periorbital polyp disorder (TM2),(a) netraja-arśaḥ (b) Viraṇap paru
